#-----------------------------------------------------------
# xsim v2018.3 (64-bit)
# SW Build 2405991 on Thu Dec  6 23:38:27 MST 2018
# IP Build 2404404 on Fri Dec  7 01:43:56 MST 2018
# Start of session at: Tue Oct 29 13:27:37 2019
# Process ID: 12064
# Current directory: C:/Users/tkodera/Desktop/CPU/Fpu
# Command line: xsim.exe -mode tcl -source {xsim.dir/fsqrt_testbench.sim/xsim_script.tcl}
# Log file: C:/Users/tkodera/Desktop/CPU/Fpu/xsim.log
# Journal file: C:/Users/tkodera/Desktop/CPU/Fpu\xsim.jou
#-----------------------------------------------------------
source xsim.dir/fsqrt_testbench.sim/xsim_script.tcl
# xsim {fsqrt_testbench.sim} -autoloadwcfg -runall
Vivado Simulator 2018.3
Time resolution is 100 ps
run -all
start of checking module fadd
difference message format
x1 = [input 1(bit)], [exponent 1(decimal)]
x2 = [input 2(bit)], [exponent 2(decimal)]
ref. : result(float) sign(bit),exponent(decimal),mantissa(bit) overflow(bit)
fdiv : result(float) sign(bit),exponent(decimal),mantissa(bit) overflow(bit)
5.975864e+21 0 11000111 01000011111100111100011 199
7.730371e+10 0 10100011 00011111111110101001000 163
5.975864e+21 0 11000111 01000011111100111100010 199

5.418837e-16 0 01001100 00111000010111111110110  76
2.327839e-08 0 01100101 10001111111010110111011 101
5.418837e-16 0 01001100 00111000010111111110101  76

1.098886e-16 0 01001001 11111010110001011000001  73
1.048277e-08 0 01100100 01101000001011110111011 100
1.098886e-16 0 01001001 11111010110001011000010  73

5.074414e+27 0 11011011 00000110010101110101000 219
7.123492e+13 0 10101101 00000011001001101011000 173
5.074414e+27 0 11011011 00000110010101110100111 219

3.014375e+37 0 11111011 01101010110101111001101 251
5.490332e+18 0 10111101 00110000110001100101000 189
3.014375e+37 0 11111011 01101010110101111001100 251

1.022547e+11 0 10100011 01111100111011011011000 163
3.197729e+05 0 10010001 00111000010001110011101 145
1.022547e+11 0 10100011 01111100111011011011001 163

1.949470e+32 0 11101010 00110011100100100111010 234
1.396234e+16 0 10110100 10001100110101010110011 180
1.949469e+32 0 11101010 00110011100100100111001 234

4.091717e+09 0 10011110 11100111110001010100101 158
6.396653e+04 0 10001110 11110011101111010000111 142
4.091717e+09 0 10011110 11100111110001010100100 158

1.114295e-33 0 00010001 01110010010010011011001  17
3.338105e-17 0 01001000 00110011111000101100011  72
1.114294e-33 0 00010001 01110010010010011011000  17

4.306682e+07 0 10011000 01001000100100101110010 152
6.562531e+03 0 10001011 10011010001010001000000 139
4.306682e+07 0 10011000 01001000100100101110000 152

7.608305e+12 0 10101001 10111010110111001001011 169
2.758316e+06 0 10010100 01010000101101010101111 148
7.608306e+12 0 10101001 10111010110111001001100 169

4.098560e-11 0 01011100 01101000100000110101110  92
6.402000e-06 0 01101101 10101101101000011000010 109
4.098560e-11 0 01011100 01101000100000110101111  92

4.838122e+23 0 11001101 10011001110011100000111 205
6.955661e+11 0 10100110 01000011111001011111001 166
4.838123e+23 0 11001101 10011001110011100001000 205

2.810895e+35 0 11110100 10110001000101100100000 244
5.301787e+17 0 10111001 11010110111001001010111 185
2.810895e+35 0 11110100 10110001000101100011111 244

6.929543e+37 0 11111100 10100001000011101000001 252
8.324387e+18 0 10111101 11001110000110001010100 189
6.929542e+37 0 11111100 10100001000011101000000 252

2.695541e+22 0 11001001 01101101010100000101110 201
1.641810e+11 0 10100100 00110001110011111001110 164
2.695541e+22 0 11001001 01101101010100000101101 201

6.122579e-08 0 01100111 00000110111101100111100 103
2.474385e-04 0 01110011 00000011011101010100001 115
6.122580e-08 0 01100111 00000110111101100111101 103

1.056272e-15 0 01001101 00110000011100110010000  77
3.250034e-08 0 01100110 00010111001011010000000 102
1.056272e-15 0 01001101 00110000011100110001111  77

1.572252e+29 0 11011111 11111100000001011010101 223
3.965163e+14 0 10101111 01101000101000010010100 175
1.572252e+29 0 11011111 11111100000001011010011 223

3.433185e+30 0 11100100 01011010101010011011111 228
1.852885e+15 0 10110001 10100101010011000010000 177
3.433184e+30 0 11100100 01011010101010011011110 228

1.105935e+23 0 11001011 01110110101101001001000 203
3.325560e+11 0 10100101 00110101101101111000011 165
1.105935e+23 0 11001011 01110110101101001000111 203

1.215915e+36 0 11110110 11010100010110100111001 246
1.102685e+18 0 10111010 11101001101100001100100 186
1.215914e+36 0 11110110 11010100010110100110110 246

1.457309e+32 0 11101001 11001011110110000111111 233
1.207191e+16 0 10110100 01010111000110101010110 180
1.457309e+32 0 11101001 11001011110110000111110 233

3.582680e-32 0 00010110 01110100000010111111100  22
1.892797e-16 0 01001010 10110100011100110000001  74
3.582680e-32 0 00010110 01110100000010111111101  22

1.682751e+16 0 10110100 11011110010001000100000 180
1.297209e+08 0 10011001 11101110110110001001000 153
1.682751e+16 0 10110100 11011110010001000100001 180

3.574489e+09 0 10011110 10101010000111001011111 158
5.978703e+04 0 10001110 11010011000101100000111 142
3.574489e+09 0 10011110 10101010000111001011110 158

5.574956e+34 0 11110010 01010111100101010100110 242
2.361134e+17 0 10111000 10100011011010111111011 184
5.574956e+34 0 11110010 01010111100101010100101 242

8.226210e+15 0 10110011 11010011100110110001111 179
9.069846e+07 0 10011001 01011001111111001011011 153
8.226210e+15 0 10110011 11010011100110110001110 179

1.025180e-34 0 00001110 00010000100010100010001  14
1.012512e-17 0 01000110 01110101100011010000011  70
1.025180e-34 0 00001110 00010000100010100010000  14

3.353941e+19 0 10111111 11010001011100111111000 191
5.791322e+09 0 10011111 01011001001100001001000 159
3.353941e+19 0 10111111 11010001011100111110111 191

6.083761e+13 0 10101100 10111010101001101110000 172
7.799846e+06 0 10010101 11011100000100001001100 149
6.083760e+13 0 10101100 10111010101001101101110 172

4.199455e+04 0 10001110 01001000000101010001100 142
2.049257e+02 0 10000110 10011001110110011111010 134
4.199454e+04 0 10001110 01001000000101010001010 142

2.612757e+15 0 10110010 00101001000010010011110 178
5.111513e+07 0 10011000 10000101111110100011111 152
2.612757e+15 0 10110010 00101001000010010011101 178

7.244267e-10 0 01100000 10001110010000011111111  96
2.691518e-05 0 01101111 11000011100011111100110 111
7.244266e-10 0 01100000 10001110010000011111110  96

7.227247e+08 0 10011100 01011000100111110011110 156
2.688354e+04 0 10001101 10100100000011100010101 141
7.227248e+08 0 10011100 01011000100111110011111 156

1.483755e+25 0 11010010 10001000101111110010101 210
3.851954e+12 0 10101000 11000000011011010011000 168
1.483755e+25 0 11010010 10001000101111110010110 210

1.443093e-33 0 00010001 11011111100011001100011  17
3.798806e-17 0 01001000 01011110011000001100100  72
1.443093e-33 0 00010001 11011111100011001100100  17

2.558633e-19 0 01000001 00101110000100011110111  65
5.058293e-10 0 01100000 00010110000101010010010  96
2.558632e-19 0 01000001 00101110000100011110110  65

end of checking module fadd
counter:         38
exit
INFO: [Common 17-206] Exiting xsim at Tue Oct 29 13:27:46 2019...
